Gene,gRNA
RPSA,NTC-3
RRAGA,NTC-3
RSU1,NTC-3
S100A11,NTC-3
SALL2,NTC-3
SARAF,NTC-3
SDHAP1,NTC-3
SDR39U1,NTC-3
SEC24C,NTC-3
SELENOF,NTC-3
SEPT1,NTC-3
SERPINI1,NTC-3
SETD1A,NTC-3
SF1,NTC-3
SF3B4,NTC-3
SFXN1,NTC-3
SGSM2,NTC-3
SH3BGR,NTC-3
SH3GLB2,NTC-3
SIGMAR1,NTC-3
SIN3B,NTC-3
SINHCAF,NTC-3
SLC16A4,NTC-3
SLC22A5,NTC-3
SLC25A11,NTC-3
SLC25A3,NTC-3
SLC29A2,NTC-3
SLC35A5,NTC-3
SLC39A10,NTC-3
SLC44A4,NTC-3
SLC7A5P1,NTC-3
SMARCB1,NTC-3
SMC6,NTC-3
SMCR8,NTC-3
SMUG1,NTC-3
SMURF1,NTC-3
SNAP47,NTC-3
SNRNP35,NTC-3
SNRPB2,NTC-3
SNTB2,NTC-3
SOS1,NTC-3
SP100,NTC-3
SP140L,NTC-3
SP3,NTC-3
SPAG5,NTC-3
SPATA4,NTC-3
SPATA5L1,NTC-3
SPC25,NTC-3
SPCS1,NTC-3
SPHK2,NTC-3
SPIN1,NTC-3
SRRM2,NTC-3
SS18,NTC-3
SSR2,NTC-3
STIM1,NTC-3
STK17B,NTC-3
STXBP3,NTC-3
SUMF2,NTC-3
SUPT6H,NTC-3
SUV39H2,NTC-3
SWAP70,NTC-3
TADA2B,NTC-3
TAF13,NTC-3
TAF5L,NTC-3
TANC2,NTC-3
TAOK3,NTC-3
TATDN3,NTC-3
TBC1D2,NTC-3
TBCD,NTC-3
TBL2,NTC-3
TCEANC2,NTC-3
TCF12,NTC-3
TEDC1,NTC-3
TFB2M,NTC-3
TGDS,NTC-3
THAP12,NTC-3
THOC7,NTC-3
THOP1,NTC-3
TK2,NTC-3
TKFC,NTC-3
TLE3,NTC-3
TMCO1,NTC-3
TMED7,NTC-3
TMEM192,NTC-3
TMEM198,NTC-3
TMEM201,NTC-3
TMEM216,NTC-3
TMEM219,NTC-3
TMEM234,NTC-3
TMEM38B,NTC-3
TMEM44,NTC-3
TMEM63B,NTC-3
TMOD2,NTC-3
TNFAIP2,NTC-3
TNFRSF10A,NTC-3
TNFRSF8,NTC-3
TOB1,NTC-3
TOMM20,NTC-3
TOPORS,NTC-3
TOR1AIP1,NTC-3
TOR3A,NTC-3
TP53BP1,NTC-3
TP53RK,NTC-3
TP73-AS1,NTC-3
TPM3,NTC-3
TPT1,NTC-3
TRAFD1,NTC-3
TRAIP,NTC-3
TRIM11,NTC-3
TRIM16,NTC-3
TRIP11,NTC-3
TRMT13,NTC-3
TRMT61B,NTC-3
TSPAN12,NTC-3
TSR2,NTC-3
TTC31,NTC-3
TTC39B,NTC-3
TUBA4A,NTC-3
TUBAL3,NTC-3
TVP23B,NTC-3
TXNIP,NTC-3
TXNL4A,NTC-3
TYW1B,NTC-3
UBE2L3,NTC-3
UBE3A,NTC-3
UBFD1,NTC-3
UBL5,NTC-3
UBR2,NTC-3
UBXN2A,NTC-3
UFD1,NTC-3
USF1,NTC-3
USP20,NTC-3
USP28,NTC-3
USP31,NTC-3
USP5,NTC-3
UTP14A,NTC-3
VCL,NTC-3
VKORC1L1,NTC-3
VKORC1,NTC-3
VPS26C,NTC-3
VPS4B,NTC-3
VPS8,NTC-3
VSTM4,NTC-3
VWA8,NTC-3
WBP2,NTC-3
WBP4,NTC-3
WDR47,NTC-3
WDR62,NTC-3
WDR75,NTC-3
WDR81,NTC-3
WHRN,NTC-3
WRAP73,NTC-3
WTAP,NTC-3
WTIP,NTC-3
YWHAE,NTC-3
ZBED6CL,NTC-3
ZCCHC3,NTC-3
ZDHHC18,NTC-3
ZFAND2A,NTC-3
ZFAND6,NTC-3
ZFP90,NTC-3
ZNF200,NTC-3
ZNF215,NTC-3
ZNF337,NTC-3
ZNF395,NTC-3
ZNF436,NTC-3
ZNF43,NTC-3
ZNF496,NTC-3
ZNF566,NTC-3
ZNF567,NTC-3
ZNF594,NTC-3
ZNF618,NTC-3
ZNF787,NTC-3
ZNF812P,NTC-3
ZNF876P,NTC-3
ZNFX1,NTC-3
ZRANB2,NTC-3
ZSCAN26,NTC-3
ZSCAN31,NTC-3
ABHD11,NTC-4
ABHD18,NTC-4
ABL1,NTC-4
AC007950.1,NTC-4
AC009299.1,NTC-4
AC013394.1,NTC-4
AC064862.1,NTC-4
AC134878.2,NTC-4
ACADM,NTC-4
ACTL6A,NTC-4
ACTN1,NTC-4
ACTR1A,NTC-4
AD000864.1,NTC-4
AF274858.1,NTC-4
AIFM2,NTC-4
AIMP2,NTC-4
AKAP8,NTC-4
AL512646.1,NTC-4
AL662884.4,NTC-4
ALDH16A1,NTC-4
ALDH18A1,NTC-4
ALDH4A1,NTC-4
ALDH9A1,NTC-4
ANAPC10,NTC-4
ANKFY1,NTC-4
ANKIB1,NTC-4
ANP32A,NTC-4
AP000347.1,NTC-4
AP000902.1,NTC-4
AP1M1,NTC-4
AQP3,NTC-4
AQR,NTC-4
ARF3,NTC-4
ARID2,NTC-4
ARL8A,NTC-4
ARMC10,NTC-4
ARMC1,NTC-4
ARMC6,NTC-4
ARRDC1,NTC-4
ARSA,NTC-4
ASCC3,NTC-4
ASF1A,NTC-4
ASTN2,NTC-4
ATP2B4,NTC-4
ATP7B,NTC-4
ATXN10,NTC-4
ATXN7L1,NTC-4
B4GALNT2,NTC-4
B4GALT3,NTC-4
BABAM2,NTC-4
BAHCC1,NTC-4
BAZ1A,NTC-4
BAZ2B,NTC-4
BCAT2,NTC-4
BCL9L,NTC-4
BCR,NTC-4
BCS1L,NTC-4
BIN3,NTC-4
BRK1,NTC-4
BTF3L4,NTC-4
C12orf60,NTC-4
C17orf99,NTC-4
C1D,NTC-4
C5orf30,NTC-4
C5orf63,NTC-4
C8orf88,NTC-4
CA5B,NTC-4
CALCOCO2,NTC-4
CAMTA1,NTC-4
CANT1,NTC-4
CARNMT1,NTC-4
CBFB,NTC-4
CCDC144NL,NTC-4
CCDC66,NTC-4
CCDC97,NTC-4
CCSAP,NTC-4
CD164,NTC-4
CDAN1,NTC-4
CDC25C,NTC-4
CDC42,NTC-4
CDKN2C,NTC-4
CDYL,NTC-4
CENPM,NTC-4
CENPO,NTC-4
CEP57,NTC-4
CERS6,NTC-4
CES2,NTC-4
CHORDC1,NTC-4
CHP1,NTC-4
CHST3,NTC-4
CIR1,NTC-4
CLCN5,NTC-4
CLEC2B,NTC-4
CLGN,NTC-4
CLPP,NTC-4
CMAS,NTC-4
COL18A1,NTC-4
COPRS,NTC-4
COPS6,NTC-4
COX4I1,NTC-4
CPQ,NTC-4
CREBBP,NTC-4
CRNKL1,NTC-4
CRTAP,NTC-4
CSGALNACT2,NTC-4
CS,NTC-4
CTR9,NTC-4
CUTA,NTC-4
CYB5A,NTC-4
CYFIP1,NTC-4
DAPK3,NTC-4
DCAKD,NTC-4
DCP2,NTC-4
DDHD2,NTC-4
DDX28,NTC-4
DHCR7,NTC-4
DNAAF5,NTC-4
DNAJC25-GNG10,NTC-4
DNM1,NTC-4
DNPEP,NTC-4
DSCC1,NTC-4
DTD1,NTC-4
DYNC1LI1,NTC-4
E2F1,NTC-4
ECI2,NTC-4
EEF1B2,NTC-4
EFCAB11,NTC-4
EIF4A3,NTC-4
EIF4G3,NTC-4
ELP1,NTC-4
EMC4,NTC-4
EME1,NTC-4
ENGASE,NTC-4
EPC1,NTC-4
ERAL1,NTC-4
ERLIN2,NTC-4
EXOSC6,NTC-4
EXOSC9,NTC-4
EXT2,NTC-4
FAM104A,NTC-4
FAM118B,NTC-4
FAM160B2,NTC-4
FAM172A,NTC-4
FAM214B,NTC-4
FAM241A,NTC-4
FAM78A,NTC-4
FAM98B,NTC-4
FASTKD2,NTC-4
FASTKD5,NTC-4
FAT1,NTC-4
FECH,NTC-4
FGFBP3,NTC-4
FIGNL1,NTC-4
FKBP15,NTC-4
FKBPL,NTC-4
FN3K,NTC-4
FN3KRP,NTC-4
FOXD2,NTC-4
FOXJ2,NTC-4
FOXN3,NTC-4
FOXRED1,NTC-4
FXYD5,NTC-4
FYCO1,NTC-4
G6PD,NTC-4
GABARAPL2,NTC-4
GABRP,NTC-4
GGT7,NTC-4
GK,NTC-4
GMFB,NTC-4
GNAI3,NTC-4
GNAS,NTC-4
GNB4,NTC-4
GPHN,NTC-4
GRAP2,NTC-4
GRPEL2,NTC-4
GSTCD,NTC-4
GTSF1,NTC-4
GXYLT2,NTC-4
HASPIN,NTC-4
HAT1,NTC-4
HEATR1,NTC-4
HERC4,NTC-4
HEXD,NTC-4
HHLA3,NTC-4
HIPK2,NTC-4
HMGCS1,NTC-4
HNRNPD,NTC-4
HNRNPL,NTC-4
HOMEZ,NTC-4
HOXB7,NTC-4
HSBP1,NTC-4
HSD17B10,NTC-4
HSD17B12,NTC-4
HSP90AB2P,NTC-4
HSPD1,NTC-4
ICK,NTC-4
ICMT,NTC-4
IDI1,NTC-4
IFT20,NTC-4
IFT46,NTC-4
IFT80,NTC-4
IKZF4,NTC-4
IL17RC,NTC-4
IL1R1,NTC-4
IMPA2,NTC-4
IMPDH2,NTC-4
IRF1,NTC-4
ITM2B,NTC-4
JUND,NTC-4
KANSL1L,NTC-4
KCNJ16,NTC-4
KDM5C,NTC-4
KIAA1324L,NTC-4
KIAA1586,NTC-4
KLHL22,NTC-4
KLHL7,NTC-4
KLHL8,NTC-4
KMT2E,NTC-4
KPNA4,NTC-4
KSR1,NTC-4
LARP7,NTC-4
LARS2,NTC-4
LBR,NTC-4
LBX2,NTC-4
LCMT2,NTC-4
LGALS8,NTC-4
LHFPL2,NTC-4
LIN54,NTC-4
LLGL1,NTC-4
LMAN1,NTC-4
LMBRD1,NTC-4
LNX1,NTC-4
LPCAT3,NTC-4
LRRC8D,NTC-4
LSM1,NTC-4
LYSMD1,NTC-4
MACO1,NTC-4
MADD,NTC-4
MAN1A1,NTC-4
MAP7D3,NTC-4
MARCH3,NTC-4
MATK,NTC-4
MBIP,NTC-4
MBOAT1,NTC-4
MCFD2,NTC-4
MCM3AP,NTC-4
MED26,NTC-4
METTL15,NTC-4
METTL17,NTC-4
METTL22,NTC-4
METTL3,NTC-4
MFN2,NTC-4
MGAT2,NTC-4
MIA2,NTC-4
MIF4GD,NTC-4
MIPEP,NTC-4
MLLT11,NTC-4
MLX,NTC-4
MLYCD,NTC-4
MPHOSPH6,NTC-4
MPLKIP,NTC-4
MPZL1,NTC-4
MRFAP1,NTC-4
MRPL9,NTC-4
MRPS18B,NTC-4
MTCYBP18,NTC-4
MYH10,NTC-4
MYL9,NTC-4
N4BP2L2,NTC-4
NAGK,NTC-4
NANS,NTC-4
NARS2,NTC-4
NAT14,NTC-4
NBR1,NTC-4
NCKIPSD,NTC-4
NCLN,NTC-4
NDUFA6,NTC-4
NDUFA9,NTC-4
NDUFB7,NTC-4
NEK3,NTC-4
NETO2,NTC-4
NFE2L2,NTC-4
NFE2L3,NTC-4
NHLRC3,NTC-4
NMI,NTC-4
NOD1,NTC-4
NOMO1,NTC-4
NPL,NTC-4
NPTN,NTC-4
NSRP1,NTC-4
NUP205,NTC-4
NUS1,NTC-4
OPHN1,NTC-4
OR8D1,NTC-4
ORC4,NTC-4
OSBP2,NTC-4
OXLD1,NTC-4
P3H3,NTC-4
PAFAH1B1,NTC-4
PAGE4,NTC-4
PAXIP1,NTC-4
PCGF5,NTC-4
PCNX4,NTC-4
PCYT2,NTC-4
PDCD10,NTC-4
PDCD6IPP2,NTC-4
PDK1,NTC-4
PDZD11,NTC-4
PELI2,NTC-4
PER3,NTC-4
PFDN6,NTC-4
PGM2L1,NTC-4
PHF21A,NTC-4
PHIP,NTC-4
PHYKPL,NTC-4
PIAS3,NTC-4
PICK1,NTC-4
PIP4K2C,NTC-4
PKP2,NTC-4
POLR3B,NTC-4
POMGNT1,NTC-4
PPARGC1B,NTC-4
PPP1R7,NTC-4
PPP2CA,NTC-4
PRKAR1B,NTC-4
PRKAR2A,NTC-4
PROSER1,NTC-4
PRPF19,NTC-4
PRPF31,NTC-4
PSENEN,NTC-4
PSMB10,NTC-4
PSMD7,NTC-4
PTBP3,NTC-4
PTH2R,NTC-4
PTK2B,NTC-4
PUF60,NTC-4
PXMP2,NTC-4
PYCR1,NTC-4
R3HDM2,NTC-4
RAB13,NTC-4
RAB5C,NTC-4
RAD51,NTC-4
RAD9A,NTC-4
RALGAPB,NTC-4
RAPGEF6,NTC-4
RBAK,NTC-4
RBL1,NTC-4
RBM15B,NTC-4
RBSN,NTC-4
REM2,NTC-4
RETSAT,NTC-4
RFC5,NTC-4
RFT1,NTC-4
RHOG,NTC-4
RMND5B,NTC-4
RNF169,NTC-4
RNF219,NTC-4
RNLS,NTC-4
ROCK1,NTC-4
RP9,NTC-4
RPAP3,NTC-4
RPL22L1,NTC-4
RPL38,NTC-4
RPL7L1,NTC-4
RPS15A,NTC-4
RPS26,NTC-4
RPS3,NTC-4
RRAS2,NTC-4
RRN3P3,NTC-4
RWDD2A,NTC-4
SCYL3,NTC-4
SDCCAG8,NTC-4
SDHD,NTC-4
SEL1L3,NTC-4
SEPSECS,NTC-4
SEPT8,NTC-4
SERF2,NTC-4
SERINC5,NTC-4
SFMBT2,NTC-4
SHLD1,NTC-4
SIKE1,NTC-4
SIRT3,NTC-4
SIRT4,NTC-4
SLC25A40,NTC-4
SLC25A41,NTC-4
SLC25A46,NTC-4
SLC25A51,NTC-4
SLC30A5,NTC-4
SLC35A2,NTC-4
SLC35E2B,NTC-4
SLC37A4,NTC-4
SLC38A1,NTC-4
SLC39A14,NTC-4
SLC45A4,NTC-4
SLC9A3,NTC-4
SLCO1A2,NTC-4
SMYD4,NTC-4
SNIP1,NTC-4
SNRNP200,NTC-4
SNRNP48,NTC-4
SNRPE,NTC-4
SPA17,NTC-4
SPG11,NTC-4
SPIN3,NTC-4
SPPL2A,NTC-4
SRBD1,NTC-4
SRM,NTC-4
SRP9,NTC-4
SRSF3,NTC-4
ST3GAL4,NTC-4
ST8SIA1,NTC-4
STAG3L2,NTC-4
STMN1,NTC-4
SUCLG1,NTC-4
SUCO,NTC-4
SUDS3,NTC-4
SUPT6H,NTC-4
SUV39H2,NTC-4
SWAP70,NTC-4
SYAP1,NTC-4
SYMPK,NTC-4
TAF1,NTC-4
TAF9B,NTC-4
TAOK1,NTC-4
TARBP1,NTC-4
TBC1D23,NTC-4
TBXA2R,NTC-4
TCF20,NTC-4
TDP2,NTC-4
TECPR2,NTC-4
TEX10,NTC-4
TFB1M,NTC-4
TINF2,NTC-4
TM2D3,NTC-4
TM9SF2,NTC-4
TMED3,NTC-4
TMEM107,NTC-4
TMEM109,NTC-4
TMEM11,NTC-4
TMEM161B,NTC-4
TMEM182,NTC-4
TMEM247,NTC-4
TMEM52,NTC-4
TMEM60,NTC-4
TMLHE,NTC-4
TMUB1,NTC-4
TOMM20,NTC-4
TPRG1L,NTC-4
TRA2B,NTC-4
TRAF3IP1,NTC-4
TRAF3,NTC-4
TRAF6,NTC-4
TRAPPC3,NTC-4
TRIM58,NTC-4
TRIR,NTC-4
TRPM7,NTC-4
TSHZ1,NTC-4
TTK,NTC-4
TWF1,NTC-4
TXNL4A,NTC-4
U2SURP,NTC-4
UBE2E3,NTC-4
UBE2V2,NTC-4
UBR1,NTC-4
UBR7,NTC-4
UBXN4,NTC-4
UCHL3,NTC-4
UNG,NTC-4
UPRT,NTC-4
UQCC1,NTC-4
UQCRC1,NTC-4
URI1,NTC-4
USP16,NTC-4
USP19,NTC-4
USP28,NTC-4
VCP,NTC-4
VPS26C,NTC-4
VPS33A,NTC-4
VPS35,NTC-4
VPS37A,NTC-4
VPS4B,NTC-4
VSIG10,NTC-4
WDCP,NTC-4
WDR6,NTC-4
WIZ,NTC-4
WWP2,NTC-4
YDJC,NTC-4
YLPM1,NTC-4
ZADH2,NTC-4
ZBED1,NTC-4
ZBED6,NTC-4
ZBTB2,NTC-4
ZCRB1,NTC-4
ZFP64,NTC-4
ZFP69,NTC-4
ZKSCAN3,NTC-4
ZNF175,NTC-4
ZNF200,NTC-4
ZNF204P,NTC-4
ZNF224,NTC-4
ZNF410,NTC-4
ZNF507,NTC-4
ZNF594,NTC-4
ZNF689,NTC-4
ZNF721,NTC-4
ZNF91,NTC-4
ZNRF1,NTC-4
ZNRF2P1,NTC-4
ZUP1,NTC-4
AAAS,NTC-5
AACS,NTC-5
AAR2,NTC-5
AARS2,NTC-5
ABCD4,NTC-5
AC007950.1,NTC-5
AC013394.1,NTC-5
AC017083.3,NTC-5
AC064862.1,NTC-5
AC098934.1,NTC-5
AC139769.1,NTC-5
AC239868.1,NTC-5
ACBD3,NTC-5
ACRBP,NTC-5
ACSF3,NTC-5
ACSS2,NTC-5
ACTN4,NTC-5
ACVR2B,NTC-5
ADAMTS3,NTC-5
ADA,NTC-5
ADCK1,NTC-5
ADD2,NTC-5
AGPAT3,NTC-5
AKAP8,NTC-5
AKR1E2,NTC-5
AKR7A2,NTC-5
AL732372.2,NTC-5
ALDH1B1,NTC-5
ALDH9A1,NTC-5
ANKRD13C,NTC-5
ANKRD20A3,NTC-5
ANKRD27,NTC-5
ANKRD33B,NTC-5
ANKRD40,NTC-5
APOBEC3G,NTC-5
APOL6,NTC-5
ARHGAP12,NTC-5
ARHGAP4,NTC-5
ARHGDIA,NTC-5
ATF7IP,NTC-5
ATP5MG,NTC-5
ATP6V0E1,NTC-5
ATR,NTC-5
AURKA,NTC-5
B3GLCT,NTC-5
B3GNT2,NTC-5
B9D2,NTC-5
BACH1,NTC-5
BANF1,NTC-5
BAZ2A,NTC-5
BCAS1,NTC-5
BLOC1S1,NTC-5
BOD1,NTC-5
BTN2A2,NTC-5
C11orf74,NTC-5
C12orf76,NTC-5
C19orf48,NTC-5
C19orf53,NTC-5
C19orf84,NTC-5
C20orf27,NTC-5
C3orf86,NTC-5
C5orf24,NTC-5
C8orf59,NTC-5
CALCOCO1,NTC-5
CALM1,NTC-5
CAND2,NTC-5
CANX,NTC-5
CAPZA1,NTC-5
CASP10,NTC-5
CBFA2T3,NTC-5
CCDC136,NTC-5
CCDC25,NTC-5
CCNE2,NTC-5
CCNO,NTC-5
CCT6P1,NTC-5
CD164,NTC-5
CD2AP,NTC-5
CDH8,NTC-5
CDKL3,NTC-5
CDKN2AIPNL,NTC-5
CELF1,NTC-5
CELF2,NTC-5
CENPBD1,NTC-5
CENPF,NTC-5
CENPU,NTC-5
CEP250,NTC-5
CHAC1,NTC-5
CHCHD3,NTC-5
CHCHD7,NTC-5
CHMP4B,NTC-5
CHRNB1,NTC-5
CLASP1,NTC-5
CLIP1,NTC-5
CLNS1A,NTC-5
CLPB,NTC-5
CLTC,NTC-5
CLUH,NTC-5
CNOT1,NTC-5
CNOT6L,NTC-5
COA3,NTC-5
COG8,NTC-5
COIL,NTC-5
COX7C,NTC-5
CPNE1,NTC-5
CPOX,NTC-5
CROT,NTC-5
CTBS,NTC-5
CTCF,NTC-5
CTNNAL1,NTC-5
DAG1,NTC-5
DCAF12,NTC-5
DCP1A,NTC-5
DDX21,NTC-5
DDX50,NTC-5
DEDD,NTC-5
DENND5A,NTC-5
DENND5B,NTC-5
DENND6B,NTC-5
DGKQ,NTC-5
DGLUCY,NTC-5
DHX15,NTC-5
DLC1,NTC-5
DMXL1,NTC-5
DNAJB4,NTC-5
DNAJC14,NTC-5
DNAJC25-GNG10,NTC-5
DNAJC8,NTC-5
DNAJC9,NTC-5
DPF1,NTC-5
DPH2,NTC-5
DSC1,NTC-5
DST,NTC-5
DYNLT3,NTC-5
E4F1,NTC-5
EDARADD,NTC-5
EFEMP1,NTC-5
EFTUD2,NTC-5
EIF1AX,NTC-5
EIF2AK1,NTC-5
EIF3J,NTC-5
EIF4A1,NTC-5
ELF2,NTC-5
ELK1,NTC-5
ELL2,NTC-5
ELMSAN1,NTC-5
ELOVL1,NTC-5
ELOVL5,NTC-5
ELOVL6,NTC-5
ELP1,NTC-5
EMBP1,NTC-5
EMC4,NTC-5
EOGT,NTC-5
EPM2A,NTC-5
ETFA,NTC-5
F2R,NTC-5
FAAP100,NTC-5
FAM126B,NTC-5
FAM13A,NTC-5
FAM153C,NTC-5
FAM162A,NTC-5
FAM174B,NTC-5
FAM185A,NTC-5
FAM24B,NTC-5
FAM32A,NTC-5
FAR2,NTC-5
FBXO34,NTC-5
FBXW7,NTC-5
FDX1,NTC-5
FDXR,NTC-5
FGF5,NTC-5
FHL2,NTC-5
FKBP8,NTC-5
FLVCR1,NTC-5
FRG1GP,NTC-5
FRG1HP,NTC-5
FRYL,NTC-5
GAB1,NTC-5
GDI1,NTC-5
GGA1,NTC-5
GLYR1,NTC-5
GNB1L,NTC-5
GNGT1,NTC-5
GNS,NTC-5
GOLGA8B,NTC-5
GON7,NTC-5
GPD2,NTC-5
GPX4,NTC-5
GRINA,NTC-5
GSKIP,NTC-5
GSTZ1,NTC-5
GTDC1,NTC-5
GTF3C4,NTC-5
GYG1,NTC-5
H2AFY,NTC-5
HAUS6,NTC-5
HBA1,NTC-5
HCN3,NTC-5
HDAC8,NTC-5
HDDC3,NTC-5
HEATR3,NTC-5
HEBP1,NTC-5
HELLS,NTC-5
HIBCH,NTC-5
HIF1A,NTC-5
HIST1H1D,NTC-5
HIST1H2AI,NTC-5
HJURP,NTC-5
HMBOX1,NTC-5
HMGXB3,NTC-5
HMMR,NTC-5
HNRNPAB,NTC-5
HNRNPC,NTC-5
HOXC9,NTC-5
HRAS,NTC-5
HSD17B10,NTC-5
IER2,NTC-5
IER3IP1,NTC-5
IFT122,NTC-5
IFT43,NTC-5
IGSF1,NTC-5
IGSF8,NTC-5
ILF3,NTC-5
ILK,NTC-5
INO80,NTC-5
INTS3,NTC-5
INTS6L,NTC-5
INTS9,NTC-5
IRS2,NTC-5
ISG15,NTC-5
JADE1,NTC-5
JPT2,NTC-5
KDM4A,NTC-5
KHDC4,NTC-5
KIAA0586,NTC-5
KLF6,NTC-5
KLHL17,NTC-5
KLHL22,NTC-5
KMT5C,NTC-5
LAPTM5,NTC-5
LCA5L,NTC-5
LEO1,NTC-5
LHFPL2,NTC-5
LIG4,NTC-5
LIN28B,NTC-5
LINC01399,NTC-5
LINS1,NTC-5
LITAF,NTC-5
LRP10,NTC-5
LYN,NTC-5
LYRM4,NTC-5
MACF1,NTC-5
MADD,NTC-5
MAGEA6,NTC-5
MAPRE2,NTC-5
MARCH7,NTC-5
MARCH9,NTC-5
MARK2,NTC-5
MARS2,NTC-5
MAT2A,NTC-5
MATK,NTC-5
MAZ,NTC-5
MCM8,NTC-5
MCMBP,NTC-5
MCMDC2,NTC-5
MED15P9,NTC-5
MED16,NTC-5
MED7,NTC-5
METTL5,NTC-5
MFAP1,NTC-5
MGST3,NTC-5
MICALL2,NTC-5
MITD1,NTC-5
MMADHC,NTC-5
MNT,NTC-5
MRPL14,NTC-5
MRPL30,NTC-5
MRPL43,NTC-5
MRPL50,NTC-5
MRPS17P1,NTC-5
MRPS30,NTC-5
MRTO4,NTC-5
MT2A,NTC-5
MTMR12,NTC-5
MYC,NTC-5
MYDGF,NTC-5
MZT2B,NTC-5
NAA38,NTC-5
NAE1,NTC-5
NAGLU,NTC-5
NAT10,NTC-5
NBN,NTC-5
NCBP2,NTC-5
NDUFB10,NTC-5
NDUFB8,NTC-5
NEPRO,NTC-5
NETO2,NTC-5
NFIX,NTC-5
NFYB,NTC-5
NIP7,NTC-5
NME4,NTC-5
NMI,NTC-5
NMNAT3,NTC-5
NOC4L,NTC-5
NOCT,NTC-5
NOL8,NTC-5
NOP16,NTC-5
NOP9,NTC-5
NT5C2,NTC-5
NUCKS1,NTC-5
NUSAP1,NTC-5
OIP5,NTC-5
OXNAD1,NTC-5
P4HA1,NTC-5
PACRGL,NTC-5
PARD6B,NTC-5
PARP1,NTC-5
PARP6,NTC-5
PARS2,NTC-5
PATL1,NTC-5
PDIA5,NTC-5
PEX14,NTC-5
PEX16,NTC-5
PFDN1,NTC-5
PHF8,NTC-5
PHRF1,NTC-5
PIK3C3,NTC-5
PIM3,NTC-5
PITPNM1,NTC-5
PLAGL1,NTC-5
PLCD3,NTC-5
POGLUT1,NTC-5
POLR3F,NTC-5
POLRMT,NTC-5
POP4,NTC-5
PORCN,NTC-5
POTEI,NTC-5
PPIL3,NTC-5
PPIL6,NTC-5
PPM1D,NTC-5
PPP3CC,NTC-5
PPWD1,NTC-5
PRKAA1,NTC-5
PRKAR1B,NTC-5
PRKCA,NTC-5
PRKCQ,NTC-5
PRNP,NTC-5
PRR12,NTC-5
PRRC2B,NTC-5
PSMD2,NTC-5
PSMG3,NTC-5
PSTPIP2,NTC-5
PTCD1,NTC-5
PTK2B,NTC-5
PTPRF,NTC-5
PUM2,NTC-5
PUS3,NTC-5
QPRT,NTC-5
R3HDM2,NTC-5
RAB21,NTC-5
RAC1,NTC-5
RAC3,NTC-5
RAF1,NTC-5
RAP1B,NTC-5
RBM48P1,NTC-5
RBMX2,NTC-5
RELL1,NTC-5
RER1,NTC-5
RHOC,NTC-5
RNF141,NTC-5
RNF167,NTC-5
RNF207,NTC-5
RNF25,NTC-5
RNF2,NTC-5
RPAP2,NTC-5
RPS4X,NTC-5
RRAGC,NTC-5
RRBP1,NTC-5
RSPRY1,NTC-5
RTL10,NTC-5
SAGE1,NTC-5
SALL2,NTC-5
SAMM50,NTC-5
SCFD2,NTC-5
SELENOO,NTC-5
SELENOW,NTC-5
SEPT6,NTC-5
SF3B1,NTC-5
SF3B3,NTC-5
SGF29,NTC-5
SGTA,NTC-5
SH3BGR,NTC-5
SIN3A,NTC-5
SIPA1L1,NTC-5
SLBP,NTC-5
SLC10A4,NTC-5
SLC12A4,NTC-5
SLC15A4,NTC-5
SLC1A4,NTC-5
SLC22A4,NTC-5
SLC25A6,NTC-5
SLC29A3,NTC-5
SLC2A1,NTC-5
SLC39A4,NTC-5
SLC44A5,NTC-5
SLC6A6,NTC-5
SLCO2B1,NTC-5
SMAP1,NTC-5
SMC2,NTC-5
SMG5,NTC-5
SMIM3,NTC-5
SMIM4,NTC-5
SMIM7,NTC-5
SMPD4,NTC-5
SNX27,NTC-5
SNX2,NTC-5
SOX5,NTC-5
SOX6,NTC-5
SPIN4,NTC-5
SPR,NTC-5
SPSB2,NTC-5
SREBF2,NTC-5
SRP14,NTC-5
SRSF6,NTC-5
SSSCA1,NTC-5
STARD7,NTC-5
STARD9,NTC-5
STK35,NTC-5
STK38L,NTC-5
STMN1,NTC-5
STYXL1,NTC-5
SURF2,NTC-5
SYDE2,NTC-5
TAF4,NTC-5
TARS2,NTC-5
TBC1D20,NTC-5
TBK1,NTC-5
TEPSIN,NTC-5
TESMIN,NTC-5
TES,NTC-5
TEX30,NTC-5
THUMPD2,NTC-5
TIMM13,NTC-5
TIMM17B,NTC-5
TKFC,NTC-5
TLN1,NTC-5
TMED5,NTC-5
TMEM128,NTC-5
TMEM160,NTC-5
TMEM187,NTC-5
TMEM199,NTC-5
TMEM19,NTC-5
TMEM205,NTC-5
TMEM212,NTC-5
TMEM238,NTC-5
TMEM56,NTC-5
TMUB2,NTC-5
TMX1,NTC-5
TNNI3,NTC-5
TP53I3,NTC-5
TP53,NTC-5
TRA2A,NTC-5
TRAPPC3,NTC-5
TRAPPC6A,NTC-5
TRIM32,NTC-5
TRIP4,NTC-5
TRMT5,NTC-5
TRNT1,NTC-5
TTC21B,NTC-5
TTC8,NTC-5
TTF2,NTC-5
TTLL11,NTC-5
TUBG1,NTC-5
TUBGCP6,NTC-5
UBE2J2,NTC-5
UBE2K,NTC-5
UBE2O,NTC-5
UBXN7,NTC-5
UGDH,NTC-5
UQCR11,NTC-5
USP34,NTC-5
USP8,NTC-5
