gene_id,gRNA_group,pair_type
ARHGAP24,NTC-10,negative_control
ARHGAP25,NTC-10,negative_control
ARHGAP26,NTC-10,negative_control
ARHGAP28,NTC-10,negative_control
ARHGAP35,NTC-10,negative_control
ARHGAP39,NTC-10,negative_control
ARHGAP45,NTC-10,negative_control
ARHGAP4,NTC-10,negative_control
ARHGAP5,NTC-10,negative_control
ARHGAP6,NTC-10,negative_control
ARHGDIA,NTC-10,negative_control
ARHGEF10,NTC-10,negative_control
ARHGEF12,NTC-10,negative_control
ARHGEF19,NTC-10,negative_control
ARHGEF1,NTC-10,negative_control
ARHGEF25,NTC-10,negative_control
ARHGEF26,NTC-10,negative_control
ARHGEF2,NTC-10,negative_control
ARHGEF39,NTC-10,negative_control
ARHGEF7,NTC-10,negative_control
ARHGEF9,NTC-10,negative_control
ARID1A,NTC-10,negative_control
ARID1B,NTC-10,negative_control
ARID2,NTC-10,negative_control
ARID3A,NTC-10,negative_control
ARID3B,NTC-10,negative_control
ARID4A,NTC-10,negative_control
ARID4B,NTC-10,negative_control
ARID5A,NTC-10,negative_control
ARID5B,NTC-10,negative_control
ARIH1,NTC-10,negative_control
ARIH2,NTC-10,negative_control
ARIH2OS,NTC-10,negative_control
ARL13B,NTC-10,negative_control
ARL14EP,NTC-10,negative_control
ARL15,NTC-10,negative_control
ARL16,NTC-10,negative_control
ARL17A,NTC-10,negative_control
ARL1,NTC-10,negative_control
ARL2BP,NTC-10,negative_control
ARL2,NTC-10,negative_control
ARL3,NTC-10,negative_control
ARL4A,NTC-10,negative_control
ARL5A,NTC-10,negative_control
ARL5B,NTC-10,negative_control
ARL6IP1,NTC-10,negative_control
ARL6IP4,NTC-10,negative_control
ARL6IP5,NTC-10,negative_control
ARL6IP6,NTC-10,negative_control
ARL6,NTC-10,negative_control
ARL8A,NTC-10,negative_control
ARL8B,NTC-10,negative_control
ARMC10,NTC-10,negative_control
ARMC1,NTC-10,negative_control
ARMC5,NTC-10,negative_control
ARMC6,NTC-10,negative_control
ARMC7,NTC-10,negative_control
ARMC8,NTC-10,negative_control
ARMCX3,NTC-10,negative_control
ARMCX5,NTC-10,negative_control
ARMCX6,NTC-10,negative_control
ARMH4,NTC-10,negative_control
ARMT1,NTC-10,negative_control
ARNTL2,NTC-10,negative_control
ARNT,NTC-10,negative_control
ARPC1A,NTC-10,negative_control
ARPC1B,NTC-10,negative_control
ARPC2,NTC-10,negative_control
ARPC3,NTC-10,negative_control
ARPC4,NTC-10,negative_control
ARPC5L,NTC-10,negative_control
ARPC5,NTC-10,negative_control
ARPP19,NTC-10,negative_control
ARRB1,NTC-10,negative_control
ARRB2,NTC-10,negative_control
ARRDC1,NTC-10,negative_control
ARRDC2,NTC-10,negative_control
ARRDC3,NTC-10,negative_control
ARRDC4,NTC-10,negative_control
ARSA,NTC-10,negative_control
ARSB,NTC-10,negative_control
ARSG,NTC-10,negative_control
ARSK,NTC-10,negative_control
ARV1,NTC-10,negative_control
ARVCF,NTC-10,negative_control
ASAH1,NTC-10,negative_control
ASAH2B,NTC-10,negative_control
ASAP1,NTC-10,negative_control
ASAP3,NTC-10,negative_control
ASB13,NTC-10,negative_control
ASB1,NTC-10,negative_control
ASB3,NTC-10,negative_control
ASB6,NTC-10,negative_control
ASB7,NTC-10,negative_control
ASB8,NTC-10,negative_control
ASCC1,NTC-10,negative_control
ASCC2,NTC-10,negative_control
ASCC3,NTC-10,negative_control
ASCL2,NTC-10,negative_control
ASF1A,NTC-10,negative_control
ASF1B,NTC-10,negative_control
ASH1L,NTC-10,negative_control
ASH2L,NTC-10,negative_control
ASIC4,NTC-10,negative_control
ASL,NTC-10,negative_control
ASMTL,NTC-10,negative_control
ASNA1,NTC-10,negative_control
ASNSD1,NTC-10,negative_control
ASNS,NTC-10,negative_control
ASNSP1,NTC-10,negative_control
ASPH,NTC-10,negative_control
ASPM,NTC-10,negative_control
ASPSCR1,NTC-10,negative_control
ASRGL1,NTC-10,negative_control
ASTN2,NTC-10,negative_control
ASXL1,NTC-10,negative_control
ASXL2,NTC-10,negative_control
ATAD1,NTC-10,negative_control
ATAD2B,NTC-10,negative_control
ATAD2,NTC-10,negative_control
ATAD3A,NTC-10,negative_control
ATAD3B,NTC-10,negative_control
ATAD5,NTC-10,negative_control
ATAT1,NTC-10,negative_control
ATE1,NTC-10,negative_control
ATF1,NTC-10,negative_control
ATF2,NTC-10,negative_control
ATF3,NTC-10,negative_control
ATF4,NTC-10,negative_control
ATF5,NTC-10,negative_control
ATF6B,NTC-10,negative_control
ATF6,NTC-10,negative_control
ATF7IP2,NTC-10,negative_control
ATF7IP,NTC-10,negative_control
ATF7,NTC-10,negative_control
ATG101,NTC-10,negative_control
ATG10,NTC-10,negative_control
ATG12,NTC-10,negative_control
ATG13,NTC-10,negative_control
ATG14,NTC-10,negative_control
ATG16L1,NTC-10,negative_control
ATG16L2,NTC-10,negative_control
ATG2A,NTC-10,negative_control
ATG2B,NTC-10,negative_control
ATG3,NTC-10,negative_control
ATG4A,NTC-10,negative_control
ATG4C,NTC-10,negative_control
ATG4D,NTC-10,negative_control
ATG5,NTC-10,negative_control
ATG7,NTC-10,negative_control
ATG9A,NTC-10,negative_control
ATIC,NTC-10,negative_control
ATL2,NTC-10,negative_control
ATL3,NTC-10,negative_control
ATMIN,NTC-10,negative_control
ATM,NTC-10,negative_control
ATN1,NTC-10,negative_control
ATOX1,NTC-10,negative_control
ATP11A,NTC-10,negative_control
ATP11B,NTC-10,negative_control
ATP11C,NTC-10,negative_control
ATP13A1,NTC-10,negative_control
ATP13A2,NTC-10,negative_control
ATP13A3,NTC-10,negative_control
ATP1A1,NTC-10,negative_control
ATP1B1,NTC-10,negative_control
ATP1B2,NTC-10,negative_control
ATP1B3,NTC-10,negative_control
ATP23,NTC-10,negative_control
ATP2A1,NTC-10,negative_control
ATP2A2,NTC-10,negative_control
ATP2A3,NTC-10,negative_control
ATP2B1,NTC-10,negative_control
ATP2B4,NTC-10,negative_control
ATP2C1,NTC-10,negative_control
ATP5F1A,NTC-10,negative_control
ATP5F1B,NTC-10,negative_control
ATP5F1C,NTC-10,negative_control
ATP5F1D,NTC-10,negative_control
ATP5F1E,NTC-10,negative_control
ATP5IF1,NTC-10,negative_control
ATP5MC1,NTC-10,negative_control
ATP5MC2,NTC-10,negative_control
ATP5MC3,NTC-10,negative_control
ATP5MD,NTC-10,negative_control
ATP5ME,NTC-10,negative_control
ATP5MF,NTC-10,negative_control
ATP5MG,NTC-10,negative_control
ATP5MPL,NTC-10,negative_control
ATP5PB,NTC-10,negative_control
ATP5PD,NTC-10,negative_control
ATP5PF,NTC-10,negative_control
ATP5PO,NTC-10,negative_control
ATP6AP1,NTC-10,negative_control
ATP6AP2,NTC-10,negative_control
ATP6V0A1,NTC-10,negative_control
ATP6V0A2,NTC-10,negative_control
ATP6V0B,NTC-10,negative_control
ATP6V0C,NTC-10,negative_control
ATP6V0D1,NTC-10,negative_control
ATP6V0E1,NTC-10,negative_control
ATP6V0E2,NTC-10,negative_control
ATP6V1A,NTC-10,negative_control
ATP6V1B2,NTC-10,negative_control
ATP6V1C1,NTC-10,negative_control
ATP6V1D,NTC-10,negative_control
ATP6V1E1,NTC-10,negative_control
ATP6V1E2,NTC-10,negative_control
ATP6V1F,NTC-10,negative_control
ATP6V1G1,NTC-10,negative_control
ATP6V1H,NTC-10,negative_control
ATP7A,NTC-10,negative_control
ATP7B,NTC-10,negative_control
ATP8B2,NTC-10,negative_control
ATP9B,NTC-10,negative_control
ATPAF1,NTC-10,negative_control
ATPAF2,NTC-10,negative_control
ATPSCKMT,NTC-10,negative_control
ATRAID,NTC-10,negative_control
ATRIP,NTC-10,negative_control
ATRN,NTC-10,negative_control
ATR,NTC-10,negative_control
ATRX,NTC-10,negative_control
ATXN10,NTC-10,negative_control
ATXN1L,NTC-10,negative_control
ATXN1,NTC-10,negative_control
ATXN2L,NTC-10,negative_control
ATXN2,NTC-10,negative_control
ATXN3,NTC-10,negative_control
ATXN7L1,NTC-10,negative_control
ATXN7L2,NTC-10,negative_control
ATXN7L3B,NTC-10,negative_control
ATXN7L3,NTC-10,negative_control
AUH,NTC-10,negative_control
AUNIP,NTC-10,negative_control
AUP1,NTC-10,negative_control
AURKAIP1,NTC-10,negative_control
AURKA,NTC-10,negative_control
AURKB,NTC-10,negative_control
AVEN,NTC-10,negative_control
AVL9,NTC-10,negative_control
AVPI1,NTC-10,negative_control
AXIN1,NTC-10,negative_control
AZIN1,NTC-10,negative_control
B2M,NTC-10,negative_control
B3GALNT1,NTC-10,negative_control
B3GALNT2,NTC-10,negative_control
B3GALT1,NTC-10,negative_control
B3GALT6,NTC-10,negative_control
B3GAT3,NTC-10,negative_control
B3GLCT,NTC-10,negative_control
B3GNT10,NTC-10,negative_control
B3GNT2,NTC-10,negative_control
B3GNT5,NTC-10,negative_control
B3GNTL1,NTC-10,negative_control
B4GALNT1,NTC-10,negative_control
B4GALNT2,NTC-10,negative_control
B4GALT1,NTC-10,negative_control
B4GALT2,NTC-10,negative_control
B4GALT4,NTC-10,negative_control
B4GALT5,NTC-10,negative_control
B4GALT7,NTC-10,negative_control
B4GAT1,NTC-10,negative_control
B9D1,NTC-10,negative_control
B9D2,NTC-10,negative_control
BABAM1,NTC-10,negative_control
BABAM2,NTC-10,negative_control
BACH1,NTC-10,negative_control
BACH2,NTC-10,negative_control
BAD,NTC-10,negative_control
BAG1,NTC-10,negative_control
BAG2,NTC-10,negative_control
BAG3,NTC-10,negative_control
BAG4,NTC-10,negative_control
BAG5,NTC-10,negative_control
BAG6,NTC-10,negative_control
BAGE2,NTC-10,negative_control
BAHCC1,NTC-10,negative_control
BAHD1,NTC-10,negative_control
BAIAP2L1,NTC-10,negative_control
BAIAP2,NTC-10,negative_control
BAK1,NTC-10,negative_control
BAMBI,NTC-10,negative_control
BANF1,NTC-10,negative_control
BANP,NTC-10,negative_control
BAP1,NTC-10,negative_control
BARD1,NTC-10,negative_control
BAX,NTC-10,negative_control
BAZ1A,NTC-10,negative_control
BAZ1B,NTC-10,negative_control
BAZ2A,NTC-10,negative_control
BAZ2B,NTC-10,negative_control
BBC3,NTC-10,negative_control
BBIP1,NTC-10,negative_control
BBS10,NTC-10,negative_control
BBS2,NTC-10,negative_control
BBS4,NTC-10,negative_control
BBS7,NTC-10,negative_control
BBX,NTC-10,negative_control
BCAN,NTC-10,negative_control
BCAP29,NTC-10,negative_control
BCAP31,NTC-10,negative_control
BCAR1,NTC-10,negative_control
BCAR3,NTC-10,negative_control
BCAS1,NTC-10,negative_control
BCAS2,NTC-10,negative_control
BCAS3,NTC-10,negative_control
BCAS4,NTC-10,negative_control
BCAT1,NTC-10,negative_control
BCAT2,NTC-10,negative_control
BCCIP,NTC-10,negative_control
BCDIN3D,NTC-10,negative_control
BCKDHB,NTC-10,negative_control
BCKDK,NTC-10,negative_control
BCL10,NTC-10,negative_control
BCL2L11,NTC-10,negative_control
BCL2L12,NTC-10,negative_control
BCL2L13,NTC-10,negative_control
BCL2L1,NTC-10,negative_control
BCL2L2,NTC-10,negative_control
BCL3,NTC-10,negative_control
BCL7A,NTC-10,negative_control
BCL7B,NTC-10,negative_control
BCL7C,NTC-10,negative_control
BCL9L,NTC-10,negative_control
BCLAF1,NTC-10,negative_control
BCLAF3,NTC-10,negative_control
BCORL1,NTC-10,negative_control
BCOR,NTC-10,negative_control
BCR,NTC-10,negative_control
BCS1L,NTC-10,negative_control
BDH2,NTC-10,negative_control
BDP1,NTC-10,negative_control
BECN1,NTC-10,negative_control
BEND6,NTC-10,negative_control
BEND7,NTC-10,negative_control
BET1L,NTC-10,negative_control
BET1,NTC-10,negative_control
BEX2,NTC-10,negative_control
BEX4,NTC-10,negative_control
BFAR,NTC-10,negative_control
BHLHE40,NTC-10,negative_control
BICD1,NTC-10,negative_control
BICD2,NTC-10,negative_control
BICRAL,NTC-10,negative_control
BICRA,NTC-10,negative_control
BID,NTC-10,negative_control
BIN1,NTC-10,negative_control
BIN3,NTC-10,negative_control
BIRC2,NTC-10,negative_control
BIRC5,NTC-10,negative_control
BIRC6,NTC-10,negative_control
BIVM,NTC-10,negative_control
BLCAP,NTC-10,negative_control
BLMH,NTC-10,negative_control
BLM,NTC-10,negative_control
BLOC1S1,NTC-10,negative_control
BLOC1S2,NTC-10,negative_control
BLOC1S3,NTC-10,negative_control
BLOC1S4,NTC-10,negative_control
BLOC1S5,NTC-10,negative_control
BLOC1S6,NTC-10,negative_control
BLVRA,NTC-10,negative_control
BLVRB,NTC-10,negative_control
BLZF1,NTC-10,negative_control
BMI1,NTC-10,negative_control
BMP1,NTC-10,negative_control
BMP2K,NTC-10,negative_control
BMPR1A,NTC-10,negative_control
BMPR2,NTC-10,negative_control
BMS1,NTC-10,negative_control
BMS1P1,NTC-10,negative_control
BMS1P2,NTC-10,negative_control
BMS1P4,NTC-10,negative_control
BMS1P8,NTC-10,negative_control
BMT2,NTC-10,negative_control
BMX,NTC-10,negative_control
BNIP1,NTC-10,negative_control
BNIP2,NTC-10,negative_control
BNIP3L,NTC-10,negative_control
BNIP3,NTC-10,negative_control
BOD1L1,NTC-10,negative_control
BOD1,NTC-10,negative_control
BOLA2B,NTC-10,negative_control
BOLA2-SMG1P6,NTC-10,negative_control
BOLA3,NTC-10,negative_control
BOP1,NTC-10,negative_control
BORA,NTC-10,negative_control
BORCS5,NTC-10,negative_control
BORCS6,NTC-10,negative_control
BORCS7,NTC-10,negative_control
BORCS8,NTC-10,negative_control
BPGM,NTC-10,negative_control
BPHL,NTC-10,negative_control
BPNT1,NTC-10,negative_control
BPTF,NTC-10,negative_control
BRAF,NTC-10,negative_control
BRAP,NTC-10,negative_control
BRAT1,NTC-10,negative_control
BRCA1,NTC-10,negative_control
BRCA2,NTC-10,negative_control
BRCC3,NTC-10,negative_control
BRD1,NTC-10,negative_control
BRD2,NTC-10,negative_control
BRD3,NTC-10,negative_control
BRD3OS,NTC-10,negative_control
BRD4,NTC-10,negative_control
BRD7,NTC-10,negative_control
BRD8,NTC-10,negative_control
BRD9,NTC-10,negative_control
BRF1,NTC-10,negative_control
BRF2,NTC-10,negative_control
BRI3BP,NTC-10,negative_control
BRI3,NTC-10,negative_control
BRIP1,NTC-10,negative_control
BRIX1,NTC-10,negative_control
BRK1,NTC-10,negative_control
BRMS1L,NTC-10,negative_control
BRMS1,NTC-10,negative_control
BROX,NTC-10,negative_control
BRPF1,NTC-10,negative_control
BRPF3,NTC-10,negative_control
BRWD1,NTC-10,negative_control
BRWD3,NTC-10,negative_control
BSCL2,NTC-10,negative_control
BSDC1,NTC-10,negative_control
BSG,NTC-10,negative_control
BST2,NTC-10,negative_control
BTAF1,NTC-10,negative_control
BTBD10,NTC-10,negative_control
BTBD1,NTC-10,negative_control
BTBD2,NTC-10,negative_control
BTBD7,NTC-10,negative_control
BTBD9,NTC-10,negative_control
BTD,NTC-10,negative_control
BTF3L4,NTC-10,negative_control
BTF3,NTC-10,negative_control
BTG1,NTC-10,negative_control
BTG2,NTC-10,negative_control
BTG3,NTC-10,negative_control
BTK,NTC-10,negative_control
BTN2A1,NTC-10,negative_control
BTN2A2,NTC-10,negative_control
BTN3A2,NTC-10,negative_control
BTNL9,NTC-10,negative_control
BTRC,NTC-10,negative_control
BUB1B,NTC-10,negative_control
BUB1,NTC-10,negative_control
BUB3,NTC-10,negative_control
BUD13,NTC-10,negative_control
BUD23,NTC-10,negative_control
BUD31,NTC-10,negative_control
BX004987.1,NTC-10,negative_control
BX255925.3,NTC-10,negative_control
BX322639.1,NTC-10,negative_control
BYSL,NTC-10,negative_control
BZW1,NTC-10,negative_control
BZW2,NTC-10,negative_control
C10orf71,NTC-10,negative_control
C10orf88,NTC-10,negative_control
C10orf95,NTC-10,negative_control
C11orf1,NTC-10,negative_control
C11orf24,NTC-10,negative_control
C11orf49,NTC-10,negative_control
C11orf54,NTC-10,negative_control
C11orf58,NTC-10,negative_control
C11orf65,NTC-10,negative_control
C11orf68,NTC-10,negative_control
C11orf74,NTC-10,negative_control
C11orf80,NTC-10,negative_control
C11orf96,NTC-10,negative_control
C11orf98,NTC-10,negative_control
C12orf29,NTC-10,negative_control
C12orf40,NTC-10,negative_control
C12orf43,NTC-10,negative_control
C12orf45,NTC-10,negative_control
C12orf49,NTC-10,negative_control
C12orf4,NTC-10,negative_control
C12orf56,NTC-10,negative_control
C12orf57,NTC-10,negative_control
C12orf60,NTC-10,negative_control
C12orf65,NTC-10,negative_control
C12orf66,NTC-10,negative_control
C12orf73,NTC-10,negative_control
C12orf76,NTC-10,negative_control
C14orf119,NTC-10,negative_control
C14orf39,NTC-10,negative_control
C14orf93,NTC-10,negative_control
C15orf39,NTC-10,negative_control
C15orf40,NTC-10,negative_control
C15orf41,NTC-10,negative_control
C15orf61,NTC-10,negative_control
C15orf65,NTC-10,negative_control
C16orf58,NTC-10,negative_control
C16orf70,NTC-10,negative_control
C16orf72,NTC-10,negative_control
C16orf87,NTC-10,negative_control
C16orf91,NTC-10,negative_control
C16orf95,NTC-10,negative_control
C17orf51,NTC-10,negative_control
C17orf53,NTC-10,negative_control
C17orf58,NTC-10,negative_control
C17orf67,NTC-10,negative_control
C17orf75,NTC-10,negative_control
C17orf80,NTC-10,negative_control
C17orf99,NTC-10,negative_control
C18orf21,NTC-10,negative_control
C18orf25,NTC-10,negative_control
C18orf32,NTC-10,negative_control
C18orf54,NTC-10,negative_control
C19orf12,NTC-10,negative_control
C19orf24,NTC-10,negative_control
C19orf25,NTC-10,negative_control
C19orf44,NTC-10,negative_control
C19orf47,NTC-10,negative_control
C19orf48,NTC-10,negative_control
C19orf53,NTC-10,negative_control
C19orf54,NTC-10,negative_control
C19orf57,NTC-10,negative_control
C19orf66,NTC-10,negative_control
C19orf73,NTC-10,negative_control
C19orf81,NTC-10,negative_control
C19orf84,NTC-10,negative_control
C1D,NTC-10,negative_control
C1GALT1C1,NTC-10,negative_control
C1GALT1,NTC-10,negative_control
C1orf100,NTC-10,negative_control
C1orf109,NTC-10,negative_control
C1orf112,NTC-10,negative_control
C1orf116,NTC-10,negative_control
C1orf122,NTC-10,negative_control
C1orf131,NTC-10,negative_control
C1orf159,NTC-10,negative_control
C1orf198,NTC-10,negative_control
C1orf216,NTC-10,negative_control
C1orf35,NTC-10,negative_control
C1orf43,NTC-10,negative_control
C1orf50,NTC-10,negative_control
C1orf52,NTC-10,negative_control
C1orf53,NTC-10,negative_control
C1orf54,NTC-10,negative_control
C1orf56,NTC-10,negative_control
C1orf61,NTC-10,negative_control
C1orf74,NTC-10,negative_control
C1QBP,NTC-10,negative_control
C1RL,NTC-10,negative_control
C20orf194,NTC-10,negative_control
C20orf27,NTC-10,negative_control
C20orf96,NTC-10,negative_control
C21orf58,NTC-10,negative_control
C21orf91,NTC-10,negative_control
C22orf39,NTC-10,negative_control
C22orf46,NTC-10,negative_control
C2CD2L,NTC-10,negative_control
C2CD2,NTC-10,negative_control
C2CD3,NTC-10,negative_control
C2CD5,NTC-10,negative_control
C2orf42,NTC-10,negative_control
C2orf49,NTC-10,negative_control
C2orf68,NTC-10,negative_control
C2orf69,NTC-10,negative_control
C2orf76,NTC-10,negative_control
C2orf88,NTC-10,negative_control
C2orf92,NTC-10,negative_control
C3orf38,NTC-10,negative_control
C3orf62,NTC-10,negative_control
C3orf67,NTC-10,negative_control
C3orf86,NTC-10,negative_control
C4orf33,NTC-10,negative_control
C4orf3,NTC-10,negative_control
C4orf46,NTC-10,negative_control
C4orf48,NTC-10,negative_control
C5orf15,NTC-10,negative_control
C5orf22,NTC-10,negative_control
C5orf24,NTC-10,negative_control
C5orf30,NTC-10,negative_control
C5orf34,NTC-10,negative_control
C5orf51,NTC-10,negative_control
C5orf63,NTC-10,negative_control
C6orf106,NTC-10,negative_control
C6orf120,NTC-10,negative_control
C6orf132,NTC-10,negative_control
C6orf136,NTC-10,negative_control
C6orf203,NTC-10,negative_control
C6orf47,NTC-10,negative_control
C6orf48,NTC-10,negative_control
C6orf52,NTC-10,negative_control
C6orf62,NTC-10,negative_control
C6orf89,NTC-10,negative_control
C7orf26,NTC-10,negative_control
C7orf31,NTC-10,negative_control
C7orf43,NTC-10,negative_control
C7orf50,NTC-10,negative_control
C8orf33,NTC-10,negative_control
C8orf44,NTC-10,negative_control
C8orf59,NTC-10,negative_control
C8orf76,NTC-10,negative_control
C8orf82,NTC-10,negative_control
C8orf88,NTC-10,negative_control
C9orf116,NTC-10,negative_control
C9orf135,NTC-10,negative_control
C9orf16,NTC-10,negative_control
C9orf3,NTC-10,negative_control
C9orf40,NTC-10,negative_control
C9orf64,NTC-10,negative_control
C9orf66,NTC-10,negative_control
C9orf78,NTC-10,negative_control
C9orf85,NTC-10,negative_control
CA13,NTC-10,negative_control
CA1,NTC-10,negative_control
CA5A,NTC-10,negative_control
CA5B,NTC-10,negative_control
CA5BP1,NTC-10,negative_control
CA8,NTC-10,negative_control
CAAP1,NTC-10,negative_control
CAB39,NTC-10,negative_control
CABIN1,NTC-10,negative_control
CACNA1A,NTC-10,negative_control
CACNB2,NTC-10,negative_control
CACTIN,NTC-10,negative_control
CACUL1,NTC-10,negative_control
CACYBP,NTC-10,negative_control
CAD,NTC-10,negative_control
CALB1,NTC-10,negative_control
CALCOCO1,NTC-10,negative_control
CALCOCO2,NTC-10,negative_control
CALM1,NTC-10,negative_control
CALM2,NTC-10,negative_control
CALM3,NTC-10,negative_control
CALR,NTC-10,negative_control
CALU,NTC-10,negative_control
CAMK1,NTC-10,negative_control
CAMK2G,NTC-10,negative_control
CAMK2N1,NTC-10,negative_control
CAMKK1,NTC-10,negative_control
CAMKK2,NTC-10,negative_control
CAMKMT,NTC-10,negative_control
CAMLG,NTC-10,negative_control
CAMSAP1,NTC-10,negative_control
CAMSAP2,NTC-10,negative_control
CAMTA1,NTC-10,negative_control
CAMTA2,NTC-10,negative_control
CAND1,NTC-10,negative_control
